Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
142554,2.244482036,-0.595273578,-2.464125119,-1.246189378,0.513385498,-0.726717199,0.147824255,-0.368579813,-1.221702393,1.082684162,0.544074003,-0.155956433,0.185912212,0.504579577,-0.692111712,0.837142909,-0.152961132,-0.980640996,1.186422201,0.056852755,0.366069339,0.956444257,-0.144018068,0.158546615,0.518329355,0.062874798,-0.092072919,-0.086502114,35.03,0
60425,1.118045864,-0.308252259,1.324017012,0.812732837,-1.256951363,-0.133324901,-0.808098871,0.279461808,0.855810166,-0.034101394,0.925527525,0.499361268,-1.389101834,0.063987618,-0.371965785,0.361089302,-0.275239622,0.353837399,0.179842219,-0.175475201,-0.040072428,-0.027983038,0.057289937,0.535615758,0.151369587,0.291018284,0.004356496,0.016728657,11.5,0
65338,1.200497654,-0.838489855,0.308345817,-0.511276721,-0.985168778,-0.230802968,-0.477819775,-0.044381101,-0.793384389,0.652201818,0.63254601,0.925875067,0.593671435,-0.135675055,-1.011906708,-1.460441466,-0.021013847,1.058819623,0.048389479,-0.289003462,-0.538152893,-1.102296214,-0.002351556,0.047892299,0.201598465,0.905629401,-0.062265296,0.00864547,85.95,0
169571,-0.477134273,1.073526995,-0.050002992,-0.879294795,0.557040355,-0.572473278,0.863903383,0.012130926,0.126569593,0.37145417,0.54773132,0.668497136,-0.18257247,0.185178187,-0.97935675,0.111197922,-0.732857214,-0.246691435,0.201625975,0.207196385,-0.293090791,-0.551613013,0.067239773,-0.414002412,-0.386902235,0.157505534,0.463881524,0.208218442,9.88,0
157885,0.483280099,0.795439601,-0.78774416,-0.771426868,1.623621355,-0.273073211,1.160771191,-0.33100723,0.118464561,-0.751754381,-1.58918979,-0.576608872,0.07119284,-1.199705816,-0.230940191,0.526751513,-0.12709458,0.123352836,0.172251336,-0.048066785,-0.347461893,-0.766125074,0.041531053,-0.41739073,-0.972197386,0.029058466,-0.063376516,-0.080539882,1.98,0
68258,-0.49793428,0.152922859,2.140662971,0.358016813,0.369915487,0.380933282,0.186796588,-0.100650606,-0.034212929,0.456784791,1.245009344,-0.14514247,-0.853635476,-0.015468061,1.38025728,-0.045703591,-0.425613701,0.381237686,0.879297296,0.171045027,-0.00785596,0.226918045,-0.071882573,-0.315682481,-0.803426331,0.252258307,-0.319274784,-0.270013068,20,0
108237,1.968632606,-0.470782589,-1.628309585,-0.592379536,1.89946121,3.743100291,-1.170931555,0.926723362,2.441716686,-0.586624304,1.005696576,-1.949462129,1.641855387,1.692823875,0.740351937,0.117782802,-0.015046429,0.156653459,-0.478223635,-0.185689506,-0.264293174,-0.51259529,0.394943107,0.583636621,-0.354341282,-0.943201449,0.050437695,-0.037977192,11.27,0
79489,1.272547205,-1.270674737,0.837039465,-1.45031968,-1.165937563,1.05051139,-1.541010517,0.409674297,-1.70142093,1.218921715,0.809135493,-0.196497286,0.884389506,-0.44103083,1.859069918,-1.530585641,1.672570897,-1.795227302,-2.121637185,-0.422354924,0.090737517,0.82823623,0.154471672,-0.632106792,-0.00674432,0.002877679,0.124994697,0.01820371,20.8,0
78871,-0.891267406,1.204973284,1.155802427,-0.213398328,0.061238595,-0.6657447,0.596851424,-0.049808919,0.100769364,0.247545154,-0.951209747,-0.661107429,-0.729777129,0.137573306,1.013211278,0.341403111,-0.550312434,-0.116230168,0.190839692,0.12977732,-0.275293211,-0.77275208,0.004035164,-0.163239055,-0.113395687,0.086625732,0.099530313,0.175141946,0.99,0
51134,0.859551755,-0.070764141,0.939391256,2.812222684,-0.627810914,-0.080893449,0.038323221,0.015265488,-0.18674482,0.445716353,-0.913680261,0.071995426,-0.312789718,-0.075929235,-0.509874509,0.411931801,-0.258709878,-0.630183677,-0.623697114,0.113751292,-0.275642595,-1.046819434,0.027434434,0.332300826,0.187724295,-0.289128119,-0.012825491,0.056102747,151.67,0
139774,-3.065866741,-4.191788989,-1.721145332,1.306547536,6.941094502,-4.492109842,-1.559554267,-0.15920257,-0.332627804,0.301735705,-2.164229668,0.303215852,0.650013903,0.880779519,-1.04581293,-0.629146864,-0.866263546,0.079212598,-0.434011772,1.041355577,0.912940592,1.337452503,0.709635526,-0.959985812,-0.602219874,-0.538926278,0.139711101,0.425779154,1,0
163067,-0.647911744,1.22288732,-0.943259919,-1.330489627,1.355415797,-1.277431687,1.847059736,-0.613800589,-0.067982679,0.62817769,0.699615855,0.525365543,-0.07454193,0.458271866,-0.800153552,-0.509156621,-0.916191228,0.114847242,0.231496355,0.203674839,0.158335675,0.988773908,-0.267528307,-0.279288767,-0.205525567,0.060134359,0.3285217,0.174233636,23,0
47419,1.288015381,-1.369684567,-0.111230102,-1.416293095,0.596644883,4.223838164,-1.971430169,1.151081403,0.334252564,0.371195334,-0.735357693,-0.354774523,0.092903309,-1.051827696,-0.620648586,1.113474214,0.199635543,-0.812390191,1.181437296,0.265698452,0.147651531,0.439359828,-0.15313806,1.067214334,0.581971579,-0.061836649,0.070760579,0.02940736,52.52,0
125149,1.978593817,-0.685701588,-1.378380462,-0.294563191,-0.371085612,-0.778486464,-0.18519015,0.022877476,0.985105112,0.194941802,0.127188933,-0.764885462,-3.407850102,1.047728784,-0.385400034,0.217434249,-0.227400641,-0.131920551,0.790708149,-0.308379095,-0.281999468,-0.93971279,0.299810892,-0.436563616,-0.530100737,0.988892911,-0.157751462,-0.087071867,45,0
146754,-0.042105664,0.688907471,-0.604427224,-0.115282462,0.73979219,-1.23534459,1.3489205,-0.378607242,-0.229301752,-1.0499396,-0.659062002,-0.112201262,0.436011524,-0.840503325,0.577259278,0.020620621,0.344179397,0.766336366,-0.099098944,0.15074629,0.430695848,1.224033281,0.066275236,-0.167515522,-0.788545447,-0.227900675,0.249365735,0.297122516,96.75,0
165640,-0.154501802,1.07514178,-0.404491162,-0.832892828,1.552537124,-1.126486607,1.641319427,-0.42499716,-0.747729798,-0.737294718,-0.911040715,0.140790584,0.445627067,0.581370708,-0.064224772,-0.603911528,-0.509623828,-0.309091081,-0.042276453,-0.096679481,0.213886969,0.654418586,-0.326447473,0.708789169,0.137739056,-0.272700251,0.119064839,0.170502096,1,0
98415,-0.164526955,-0.302879141,2.029408074,1.71320312,-2.095827935,2.077182102,0.788912032,-0.077107968,2.104753758,-0.214101964,-1.095063242,-2.552065629,2.085947643,-0.549983133,-3.404288499,0.872769313,0.324676993,-0.246901315,-1.071590857,-0.073198283,-0.107605227,0.563393073,0.381900079,-0.085534368,-1.343562056,2.132441526,-0.160691415,-0.269716758,365.24,0
55278,-0.620284714,0.994930761,1.345367323,-0.880966148,0.398863147,-1.183903401,1.283241221,-0.312656876,-0.783521204,-0.921947243,-0.334440235,0.526716302,1.068549944,0.021843944,0.018004915,0.123469654,-0.599474661,-0.590170016,-0.641611863,-0.003393125,0.035504522,0.064478328,-0.258286285,0.460737196,0.295883229,0.437368825,-0.016234416,0.080744405,23,0
119147,0.086999867,1.398736518,0.304703474,2.675505272,1.431688557,0.185730028,1.162496325,-0.036087407,-1.647608434,0.83162925,-1.628668444,-0.36354056,0.283973626,0.125099147,-1.484067231,0.815387987,-1.010358212,-0.579645381,-1.453336603,-0.215548954,-0.087919294,-0.31042087,0.316424231,0.500163491,-1.515737372,-0.619991382,0.263405056,0.308823006,12.06,0
32855,-1.080240204,0.002607214,0.886224139,-2.10039141,0.768555216,0.120271621,-0.130009661,-0.694520581,-1.596908539,0.238728775,-0.617141931,-0.595169177,-0.256730235,0.295204865,-0.185042988,-0.437525084,-0.980773261,1.946034358,-0.156114867,-0.681488188,0.179040579,-1.577674741,-0.340903208,-1.420301037,0.352889223,0.917265138,0.056278483,-0.005107369,26.8,0
48785,0.87835713,-0.85990864,0.23189026,0.522748077,-0.080901483,1.795739539,-0.575440087,0.56054888,-1.01796214,0.66076114,1.635609217,1.109187474,-0.155984321,0.265259138,-0.073608475,-2.980586052,1.208116771,-0.587028364,-2.064476068,-0.480124239,-0.256432494,-0.210649914,0.011434684,-1.04101004,0.23434724,-0.240545397,0.095052624,0.017857803,117.94,0
172496,-0.420239695,0.941443962,2.086213813,4.548718721,0.140916123,0.767393402,0.171437253,-0.014937827,-1.088361082,1.909699796,-1.239254068,-0.86649125,0.118170544,-0.442810597,0.719469221,-0.021247392,-0.051140505,0.578796341,0.967332735,0.304000447,0.224552618,1.188080323,0.12302634,0.058700853,-0.633093818,0.4721255,0.252211197,0.008360161,25.18,0
165516,2.039271825,0.559666175,-2.538421794,0.546283843,0.859157447,-1.204461237,0.294576502,-0.260303835,0.211103058,-1.043221853,1.548491014,0.546283947,0.439529191,-2.458158827,0.353941782,1.084768914,1.319543108,1.864351547,-0.232587691,-0.097725168,0.123178344,0.547770753,-0.124376769,-0.694462384,0.307047994,-0.092122966,0.018699414,-0.00617062,1,0
160916,-0.731681394,3.452083467,-1.827110038,3.636953071,4.159747258,-1.265262239,3.037168169,-1.237727017,-2.674995111,-1.322718288,3.274405343,-1.808674784,0.060796031,-8.616345619,-0.463600302,2.776142725,5.068591598,3.59869537,-1.802303935,0.425305772,-0.435187333,-0.683376678,-0.947093887,-1.022907825,1.01369878,0.200387956,-0.990238683,-0.689110548,0.77,0
75883,-0.661319735,0.917971618,1.855378057,0.117308419,0.346057953,0.012345775,0.613877994,-0.034156179,-0.603466708,0.271593662,1.689545883,0.610473325,0.012935673,0.169074758,0.828707996,-0.266824138,-0.219072539,-0.26005475,0.650480937,0.223744996,-0.18195404,-0.300510424,-0.100840091,0.014255426,-0.345710783,0.163395706,0.039352292,-0.074366654,4.49,0
171243,-0.933901118,1.401777225,-0.619531739,-1.001527288,1.380520036,0.01596671,0.669957108,0.447753312,-0.734470361,-0.991924538,0.146239381,0.758001476,0.916892036,-0.70438441,-0.96502643,0.808545609,-0.063862429,0.550409068,0.522050231,0.036219631,-0.274858668,-0.843997014,-0.212101058,-0.365270251,-0.111751273,0.183575197,0.082014821,0.105203846,3.99,0
152044,-0.869450593,-1.243108185,-0.040741086,-3.609182315,1.120514541,1.112325168,-0.513155262,0.362772657,-1.916536445,0.844902983,0.350881126,-0.339487631,0.346409996,-0.426718345,-1.224764121,-0.652120755,0.21867891,-0.750238125,-1.914702084,-0.81524366,0.000309745,0.610155746,0.247672901,-0.96697416,-0.801294887,-0.417713742,0.059298513,0.204439755,20,0
60540,0.70337784,-1.438957292,-0.321543612,-0.546272036,-0.695997601,0.129188411,0.008036271,-0.012696615,-1.399167409,0.636690617,1.715058786,0.872918963,0.477832068,0.503324835,0.514576287,-1.830002914,0.358089366,0.3332474,-1.203627496,0.097336551,-0.150061189,-0.5854689,-0.171757169,-0.237459172,0.037169883,1.019376203,-0.101719674,0.0373522,309.95,0
143778,-6.708881426,4.481704114,-3.959255836,-0.310878783,-2.957421345,-0.955270979,-2.842570108,4.363222783,-0.678173287,-1.116745556,-2.651584382,1.494575092,0.143294581,3.155256048,-0.159140938,0.633030031,1.640828896,-0.04555018,0.702421933,-0.982041301,0.067000967,-0.98341548,0.245783548,0.542863337,1.145379135,-0.39141804,-1.657280714,-0.428174116,12.86,0
74243,-1.725855955,0.538770799,3.702824666,-1.102333253,0.124731105,0.704933412,1.612542787,-1.798956059,2.646005823,2.947704355,1.887798854,-1.89226112,-3.42213536,-1.940212578,1.323357584,0.050814648,-1.677288684,0.5229779,-1.158913411,0.258655977,-0.064987718,1.000662444,-0.582189385,0.168696259,-0.365517874,-0.043510748,-3.267126171,-2.387786899,45.85,0
121878,-1.705502755,0.913039034,-3.27497159,-1.65090913,-0.065216934,0.205692185,-0.443356831,-6.929265315,-1.599331754,0.586890746,0.058256032,1.25911723,0.659111765,1.097235356,-2.118268724,-1.342940185,-0.337702767,1.007525404,-1.391025236,-1.900449429,1.607678714,-0.097582991,-4.386516114,-0.136796339,-2.397982754,0.506151826,1.157309492,0.177103718,739.47,0
90906,-0.406666101,1.144281079,-2.096524336,-2.100186886,3.741368129,2.79190157,1.163172919,0.327787715,1.262323297,1.23E-05,0.937204344,-2.698286847,1.140147732,2.012023193,-0.431422581,-0.889656861,0.126242105,-0.288751686,-0.518408469,0.274140133,-0.021641727,0.592797821,-0.217871043,0.687220572,-0.219121201,0.051471455,0.436687112,0.163002823,7.61,0
142143,2.135037143,-0.781217728,-2.236398114,-1.028667876,-0.00331933,-1.25391188,0.166746639,-0.40332301,-1.063816258,1.098320068,0.695250229,-0.595008851,-1.023125902,0.777666947,-0.582606324,0.71878754,0.106033702,-1.060041017,0.982649621,0.008419518,0.406245261,0.982407343,-0.152223837,-0.355955149,0.391917559,0.083132283,-0.097557826,-0.087316957,70.06,0
85004,-0.052558489,0.42675863,2.179606785,0.249715695,-0.610728357,0.536728894,-0.474711536,0.389715169,-0.108808051,-0.161789046,1.512994059,1.009196694,0.855365273,-0.216802661,1.170687199,0.399724375,-0.469765518,0.594072569,0.067897499,0.049521526,0.403310504,1.273823765,-0.04721643,0.101414168,-0.740063193,0.585955494,0.101621608,0.041111655,2.08,0
122450,2.027502598,-0.543734035,-0.792892581,0.101987679,-0.164602594,0.4695391,-0.776725844,0.208959551,1.408416368,0.02579464,-0.630291435,0.354976709,-0.42306969,0.054500157,-0.05069017,0.700359767,-1.205533474,1.22220752,0.575689033,-0.210747535,0.147854866,0.622706229,-0.05403188,-1.379575053,0.031894437,-0.145527272,0.031618723,-0.061776502,9.99,0
29320,-1.0569953,1.116706699,0.526191143,-0.847169747,0.667419577,-0.541378626,0.924002501,0.168291932,-0.718219909,-0.248020739,0.417347437,0.365317148,-0.239348022,0.58687687,-0.495029806,0.650139886,-0.982900391,0.009134969,0.152923365,-0.019059888,-0.329850198,-0.998947561,-0.136562154,-0.525835247,-0.168465234,-0.031727282,-0.12914557,-0.16744014,23.9,0
49973,1.083142851,-0.220125674,1.005557755,0.420042951,-0.770450153,0.138838387,-0.644200102,0.265979162,0.27470007,0.018702136,1.533573897,0.821351126,-0.186176761,0.260822301,0.987976626,0.579349211,-0.528616831,0.089270402,-0.447711232,-0.062418078,0.088163441,0.195885239,0.059071937,0.047966968,0.029500999,0.401846024,-0.000894028,0.016993115,32.77,0
150603,-0.487645835,1.247063153,-0.722118552,-0.732017788,1.776404861,-0.847855375,1.724357156,-0.790836454,0.161971532,0.944354231,-0.909239965,-0.584780875,-0.239686201,0.179095307,0.830870597,-1.223667862,-0.285537123,-0.244602681,1.162557922,0.427192491,0.004096676,0.733227171,-0.499902234,0.336709801,0.084142517,0.295596846,0.168064353,-0.12115646,2.31,0
63811,1.051215153,0.263001714,0.524554781,1.287632151,-0.227524639,-0.579099276,0.279714708,-0.168886445,-0.297966232,-0.062501885,0.392160059,1.115587896,1.259229603,0.176283277,1.038888353,-0.242016078,-0.144806649,-1.037471884,-0.853848894,0.018290461,-0.080001503,-0.270559063,0.057941012,0.398508526,0.356714927,-0.548038162,0.031747279,0.039672737,63.5,0
84899,1.208119702,0.316442284,0.280322173,0.643227632,-0.164116482,-0.595750226,0.030355608,-0.080829821,-0.011279974,-0.33575907,0.199814299,0.459830946,0.469098279,-0.310804093,1.317425078,0.174154236,0.258134989,-0.779726986,-0.55937411,-0.090184149,-0.255331589,-0.695478138,0.153322873,0.041246515,0.151172487,0.122951498,-0.005384683,0.028444887,4.49,0
73260,1.124263536,0.173280937,1.085010338,1.055674794,-0.719828149,-0.404514982,-0.315841196,0.043801079,-0.037384021,0.099769813,1.625214082,1.386238288,0.731936056,0.177197189,0.499164094,0.59485242,-0.83174693,0.388040027,-0.290139359,-0.057091912,0.020557306,0.055326884,0.054326051,0.523417284,0.283856974,-0.545048995,0.048751833,0.03213839,13.99,0
83847,-4.171306117,-4.483263444,1.124055672,-0.692220226,-0.428204879,-0.313818899,-0.774812998,1.020959497,-0.802434485,-0.457134565,0.358505906,-0.882040099,-1.57534478,0.239753,-0.297694083,1.648575163,0.302409231,-0.227409025,-0.168739127,1.984377725,0.959646481,0.658845676,0.805142401,-0.342681896,0.602576982,-0.119978379,0.065794105,-0.40453125,510,0
151944,1.979336607,0.064521005,-1.150544283,1.176324616,0.060850099,-0.815770188,0.116725621,-0.135087072,0.133827422,0.528709024,0.836736097,0.349391951,-1.126739971,0.918991685,-0.019397312,0.124724698,-0.724189047,0.501748817,-0.421084112,-0.341512854,0.306465048,0.948484415,0.012944515,-0.002947994,0.228648998,-0.44227549,-0.004149263,-0.064231609,1,0
64948,1.308012031,0.322083095,-0.045808909,0.501397395,0.030489898,-0.599270422,0.076432066,-0.15420784,0.086222356,-0.283714527,-0.811699325,-0.028390032,0.396400315,-0.341338805,1.15234052,0.721944323,-0.310867212,-0.028404943,0.116057435,-0.045114746,-0.340114154,-0.983320373,0.02149005,-0.507579764,0.327080052,0.14657323,-0.02462656,0.022883821,5.49,0
45503,0.889450484,0.09868617,0.688006752,2.452942376,-0.099005791,0.337595771,0.071724026,0.05591366,-0.684911932,0.528956687,-0.488067576,0.273259574,0.810723574,0.083406781,0.913279092,0.718061357,-0.601567324,-0.712199574,-1.271538291,0.153219542,-0.117552314,-0.654427308,0.01371348,-0.307165899,0.126135695,-0.223326424,0.000559413,0.051513894,139.49,0
127729,-0.481424322,0.469117396,1.041771973,-0.03385722,1.156664464,0.85540943,0.344992968,0.300412152,-0.331164199,-0.486605361,-0.013993294,1.071857409,1.311756087,-0.198520711,-0.670809781,0.678078963,-1.347961824,0.634155049,0.028783413,0.100019407,-0.013622861,-0.115306265,0.072042452,-0.251985463,-0.590200099,-1.013367249,0.220801839,0.209045119,35.97,0
97247,-0.270788383,0.168243929,0.23644529,0.328281887,3.080567487,4.385840319,-0.170699338,0.89020203,1.500451081,-0.588187714,0.354483073,-2.298226601,1.187511533,1.177193184,-1.291895296,-1.080725063,0.826994011,-0.435463008,0.898152212,0.137590928,-0.582165189,-1.20856115,0.24558707,0.566568553,-0.810681548,-1.054965965,0.078541194,-0.015259279,22.09,0
39265,-2.491711298,2.112785323,0.854231685,-1.864090139,0.12817876,-1.226987221,1.492399911,-1.103751218,2.411606331,3.315928787,0.227514697,-0.103020092,0.324158521,-1.708989661,0.644091556,-0.10876903,-1.219070541,-0.792422358,-0.903748864,1.191208404,-0.547559602,-0.123570562,-0.02897711,0.416905026,0.067544727,0.591494958,-0.558568327,-0.872855391,3.84,0
132083,-0.847717596,0.926409697,1.076030717,-0.261295035,0.691402115,-0.270277881,0.764858472,0.026672324,-0.674091269,-0.101692838,0.614209137,0.242493402,-0.524820972,0.463904163,-0.109660473,-0.342314671,-0.158702336,-0.015886615,1.612976734,0.153261513,-0.29186521,-0.752960219,-0.344872603,-0.388349113,0.37512475,0.516064947,0.121461155,0.086529283,9.98,0
154332,-0.747741156,1.264236619,0.373001007,0.281081352,0.701215844,-0.095534834,0.723674049,0.394570612,-0.451583484,-0.923465288,-1.690545559,-0.062004988,-0.428006185,0.38697401,-1.033887986,-0.501836824,-0.049761433,-0.073520495,-0.270092805,-0.289259825,0.258030122,0.801038511,-0.449778632,0.627529802,0.640921215,-0.377724953,-0.001882521,0.059947348,2.5,0
127459,-0.489190215,0.783289483,-1.659096979,-1.366814275,2.576846491,3.513254426,0.271305051,1.304641246,-0.238853401,-0.730978701,-0.451648858,0.280989219,-0.341062003,0.781811532,0.079439215,-0.669977101,-0.057891684,-0.515120085,0.411774757,0.055555422,-0.058455541,-0.214895687,0.222998204,0.675949678,-0.632860195,-0.530017316,0.345872332,0.221293505,53.7,0
43057,-1.161334114,1.270350263,1.23503939,-0.33640633,-0.33625787,0.364664091,-1.25145753,-2.299054157,-0.41431138,-0.196499082,1.451344452,0.619768895,-0.760159265,0.759076793,1.115538593,-0.02474771,0.202670497,-0.001970281,0.856560461,0.937943433,-1.282260276,0.464821222,-0.066359367,0.050110799,-0.830354886,0.993225914,0.415800444,0.285293642,4,0
84711,-2.71583999,-1.194191057,2.140559543,-0.345250317,-1.308019497,0.401982581,-0.876779201,0.542963483,0.344229807,0.862675356,-0.792495737,-0.561087404,-0.030661212,-1.366044254,-0.126878896,0.234687646,1.257583741,-1.441024738,1.40173129,0.052205117,-0.060346413,1.069882195,0.78038784,0.130389949,0.647793102,0.130729836,0.269836404,0.249932752,94.88,0
125607,2.137188309,0.049154571,-1.660128522,0.102802434,0.585480854,-0.617029808,0.264808263,-0.376173283,0.493220844,-0.036474867,-1.347536267,0.720255377,1.666187446,0.119810366,0.744240527,0.001446302,-0.926084044,0.057784433,0.058819732,-0.127408438,0.212320926,0.865823135,-0.139410983,-0.986388314,0.42653338,-0.03838945,-0.005067993,-0.065752975,1,0
58737,1.079368452,0.250108559,0.904712702,2.346182829,-0.356854205,0.205554287,-0.321321652,0.181986287,-0.622613249,0.840268761,0.722669442,0.181810289,-0.413436776,0.361182868,0.145292542,1.256714743,-1.097899268,0.740500394,-0.798086757,-0.082206106,0.157441505,0.303568141,-0.115956576,-0.001662692,0.39720372,0.069098072,-0.001260115,0.02149412,38.03,0
170424,1.829072251,-0.221971341,-0.29472471,0.724768212,-0.7962122,-1.425109821,0.104811519,-0.336809656,0.793260888,-0.240466211,0.214994919,1.567947436,1.045322728,-0.039894895,-0.008959564,-0.444766354,-0.076586035,-1.157760356,-0.114485727,-0.075687199,-0.360320798,-0.978103813,0.522754874,0.890272821,-0.557248078,-0.910371835,0.011362896,-0.014136549,65.94,0
143059,2.039626268,-0.209407402,-1.617813587,0.24234779,0.420995983,-0.379552171,0.099816485,-0.216428224,0.480298984,0.166390997,-1.379074766,-0.090004939,0.264312597,0.330431999,0.789162304,0.383750533,-0.845855235,0.050853387,-0.041052331,-0.072982021,0.113181994,0.30354467,0.015781807,0.075102262,0.084421005,0.391079329,-0.072991243,-0.053546155,48.08,0
4847,0.219715594,0.550285306,2.003861476,1.327341306,-0.180133112,0.445030358,-0.013364588,-0.06333785,1.858762584,-0.461703269,0.381912711,-1.983491238,2.191225393,0.742963096,-0.365625405,-0.685944739,0.793390393,-0.079134444,-0.103995032,-0.038503248,-0.050647196,0.596060528,0.165824885,0.036855084,-1.31018726,-0.584813712,0.105937149,-0.03618347,9.99,0
148105,1.570714214,-0.849294816,-1.707667354,0.275490406,0.679943407,1.018499752,0.062246229,0.165176844,0.17640467,0.106497553,1.063063581,1.310414076,0.770322466,0.450087217,0.424233301,-0.563849758,-0.125729245,-0.849970079,-0.909191513,0.144486301,0.499836071,1.304508113,-0.198608792,-1.5251477,-0.021360032,0.669449007,-0.045675271,-0.058816585,194,0
54079,-1.782701088,1.133857588,-0.069896497,0.50463465,1.315684799,4.506231083,-1.231766508,2.06666098,0.486658381,-0.252230314,-1.431365144,0.612355739,-0.271131629,-0.184507344,-1.43209649,-0.811898508,0.699654887,-0.111971002,2.009666236,0.094595975,-0.39306813,-0.945434965,0.038822248,0.996856281,0.273912872,-0.396348786,0.035661503,0.112634895,9.47,0
74677,-3.875786826,3.97558508,-0.649146241,0.561971705,-0.87209804,3.04120689,-6.096017044,-11.95870605,-2.550199321,-3.065847253,-0.430908419,2.409326116,0.616618242,2.642119401,0.15715385,1.568359149,-0.04094692,1.116016661,0.484220968,3.13382478,-6.316593322,1.525963195,0.781088467,-1.138605854,-0.011651388,-0.522290882,-0.475161051,0.133235864,0.12,0
67994,1.115005636,0.048983558,0.254940777,1.217651614,-0.002943174,0.325197363,-0.068150104,0.188510847,0.156550105,0.057672497,0.746198206,0.742397763,-0.843212262,0.38287577,-0.692478936,-0.39495091,-0.068780721,-0.286173521,0.047428742,-0.180963195,-0.070624634,-0.070009566,-0.121058983,-0.311051184,0.64871212,-0.308897482,0.028197094,0.003689616,23.86,0
